34,"In 1817, David Ricardo, James Mill and Robert Torrens showed that free trade would benefit the industrially weak as well as the strong, in the famous theory of comparative advantage"
35,The ascendancy of free trade was primarily based on national advantage in the mid 19th century
36,"John Stuart Mill proved that a country with monopoly pricing power on the international market could manipulate the terms of trade through maintaining tariffs, and that the response to this might be reciprocity in trade policy"
37,The Great Depression was a major economic recession that ran from 1929 to the late 1930s
38,The lack of free trade was considered by many as a principal cause of the depression causing stagnation and inflation
39,"The European Union became the world's largest exporter of manufactured goods and services, the biggest export market for around 80 countries"
40,"Today, trade is merely a subset within a complex system of companies which try to maximize their profits by offering products and services to the market (which consists both of individuals and other companies) at the lowest production cost"
41,"Free trade advanced further in the late 20th century and early 2000s
"
42,Protectionism is the policy of restraining and discouraging trade between states and contrasts with the policy of free trade
43,Islamic teachings encourage trading (and condemn usury or interest)
44,"Judeao-Christian teachings prohibit fraud and dishonest measures, and historically also forbade the charging of interest on loans"
45,The first instances of money were objects with intrinsic value
46,Currency was introduced as a standardised money to facilitate a wider exchange of goods and services
47,"Numismatists have examples of coins from the earliest large-scale societies, although these were initially unmarked lumps of precious metal"
48,"The Doha round of World Trade Organization negotiations aimed to lower barriers to trade around the world, with a focus on making trade fairer for developing countries"
49,"Beginning around 1978, the government of the People's Republic of China (PRC) began an experiment in economic reform"
50,"The reforms proved spectacularly successful in terms of increased output, variety, quality, price and demand"
51,"In 1991 China joined the Asia-Pacific Economic Cooperation group, a trade-promotion forum"
52,International trade is the exchange of goods and services across national borders
53,"Empirical evidence for the success of trade can be seen in the contrast between countries such as South Korea, which adopted a policy of export-oriented industrialization, and India, which historically had a more closed policy"
54,"Trade sanctions against a specific country are sometimes imposed, in order to punish that country for some action"
55,"International trade, which is governed by the World Trade Organization, can be restricted by both tariff and non-tariff barriers"
56,"The ""fair trade"" movement, also known as the ""trade justice"" movement, promotes the use of labour, environmental and social standards for the production of commodities, particularly those exported from the Third and Second Worlds to the First World"
57,Importing firms voluntarily adhere to fair trade standards or governments may enforce them through a combination of employment and commercial law
58,Foreign trade in India includes all imports and exports to and from India
59,There are records throughout history of India's trade with foreign countries
60,"The Periplus of the Erythraean Sea is a document written by an anonymous sailor from Alexandria about 100CE describing trade between countries, including India"
61,In 1498 Portuguese explorer Vasco da Gama landed in Calicut (modern day Kozhikode in Kerala) as the first European to ever sail to India
62,"Pedro Ãlvares Cabral left for India in 1500 and established Portuguese trading posts at Calicut and Cochin (modern day Kochi), returning to Portugal in 1501 with pepper, ginger, cinnamon, cardamom, nutmeg, mace, and cloves"
63,"Prior to the 1991 economic liberalisation,India was a closed economy due to the average tariffs exceeding 200 percent and the extensive quantitative restrictions on imports"
64,"India was the eighth largest exporter of commercial services in the world in 2016, accounting for 3"
65,"India exports approximately 7500 commodities to about 190 countries, and imports around 6000 commodities from 140 countries"
66,"The Government of India's Economic Survey 2017-18 noted that five states Maharashtra, Gujarat, Karnataka, Tamil Nadu and Telangana  accounted for 70% of India's total exports"
67,"The survey also found that the largest firms in India contributed to a smaller percentage of exports when compared to countries like Brazil, Germany, Mexico, and the United States"
68,"Summary table of recent India Foreign Trade(in billion $)
[17]
"
69,"India's largest trading partners in descending order of value of total trade are the United Arab Emirates, China, United States, Saudi Arabia, Switzerland, Singapore, Germany, Hong Kong, Indonesia, Iraq and Japan"
70,"Trade in Services refers to the sale and delivery of an intangible product, called a service, between a producer and consumer"
71,International trade in services is defined by the Four Modes of Supply of the General Agreement on Trade in Services (GATS)
72,"A ""Natural person"" is a human being, as distinct from legal persons such as companies or organisations"
73,Consumption Abroad is by far the most liberalized mode in terms of commitments by WTO members
74,"In 2014, global trade in services totaled some $4"
75,"In wealthy developed economies, services comprise a significant share of GDP and employment"
76,"During the Uruguay Round of the General Agreement on Tariffs and Trade (GATT), the General Agreement on Trade in Services was drafted, and became enshrined as one of the four pillars of the international treaty comprising the World Trade Organization Agreement in 1995"
77,"Regional trade in services agreements are also negotiated and signed between regional economic groupings such as CARICOM, North American Free Trade Agreement (NAFTA) and ASEAN"
78,"Beginning in February 2012, 50 countries (28 of which are represented by the European Union) around the world began negotiating the Trade in Services Agreement (TISA)"
79,A tariff is a tax on imports or exports between sovereign states
80,Tariffs can be fixed (a constant sum per unit of imported goods or a percentage of the price) or variable (the amount varies according to the price)
81,There is near unanimous consensus among economists that tariffs have a negative effect on economic growth and economic welfare while free trade and the reduction of trade barriers has a positive effect on economic growth
82,"The origin of tariff is the Italian word tariffa translated as ""list of prices, book of rates"", which is likely derived from the Arabic ta'rif meaning ""notification"" or ""inventory of fees to be paid"""
83,"At the beginning of the 19th century, Britain's average tariff on manufactured goods was roughly 51 percent, the highest of any major nation in Europe"
84,"In 1800, Great Britain with about 10% of the European population, provided 29% of all pig iron produced in Europe, a proportion that reached 45% in 1830 industrial production per capita was even more significant: in 1830 it was 250% higher than in the rest of Europe compared to 110% in 1800"
85,"Tariffs were reduced in 1833 and the Corn Laws were repealed in 1846, which amounted to free trade in food"
86,"On 15 June 1903,  the Secretary of State for Foreign Affairs, the Marquess of Lansdowne made a speech in the House of Lords defending fiscal retaliation against countries with high tariffs and whose governments subsidised products for sale in Britain (known as 'bounty-fed products', also called dumping)"
87,"Before the new Constitution took effect in 1788, the Congress could not levy taxes ”it sold land or begged money from the states"
88,"Protectionism was an American tradition: according to Paul Bairoch, the United States was ""the homeland and bastion of modern protectionism"" since the end of the 18th century and until after World War II"
89,Political dynamics would lead people to see a link between tariffs and the economic cycle that was not there
90,"In the 19th century, statesmen such as Senator Henry Clay continued Hamilton's themes within the Whig Party under the name ""American System"
91,"During the American Civil War (1861-1865), agrarian interests in the South were opposed to any protection, while manufacturing interests in the North wanted to maintain it"
92,"The Democrats called for low tariffs help poor consumers, but they always failed until 1913"
93,"In the early 1860s, Europe and the United States pursued completely different trade policies"
94,"Milton Friedman held the opinion that the Smootâ€“Hawley tariff of 1930 did not cause the Great Depression, instead he blamed the lack of sufficient action on the part of the Federal Reserve"
95,"Most economists hold the opinion that the US Tariff Act did not greatly worsen the great depression: 	
Peter Temin, an economist at the Massachusetts Institute of Technology, explained that a tariff is an expansionary policy, like a devaluation as it diverts demand from foreign to home producers"
96,"William Bernstein wrote: ""Between 1929 and 1932, real GDP fell 17 percent worldwide, and by 26 percent in the United States, but most economic historians now believe that only a miniscule part of that huge loss of both world GDP and the United Statesâ€™ GDP can be ascribed to the tariff wars"
97,"Nobel laureate Maurice Allais argued: 'First, most of the trade contraction occurred between January 1930 and July 1932, before most protectionist measures were introduced, except for the limited measures applied by the United States in the summer of 1930"
98,"Russia adopted more protectionist trade measures in 2013 than any other country, making it the world leader in protectionism"
99,"In recent years, the policy of import substitution due to tariffs"
100,"From 2014, customs duties were applied on imported products in the food sector"
101,"From 2017, as part of the promotion of its ""Make in India"" programme to stimulate and protect domestic manufacturing industry and to combat current account deficits, India has introduced tariffs on several electronic products and ""non-essential items"""
102,"The Republic of Armenia, a country located in Western Asia, established its custom service on January 4, 1992, as directed by the Armenian President"
103,A customs duty or due is the indirect tax levied on the import or export of goods in international trade
104,Customs duty is calculated on the determination of the assessable value in case of those items for which the duty is levied ad valorem
105,"For the purpose of assessment of customs duty, products are given an identification code that has come to be known as the Harmonized System code"
106,"Introduction of Harmonized System code in 1990s has largely replaced the Standard International Trade Classification (SITC), though SITC remains in use for statistical purposes"
107,A customs authority in each country is responsible for collecting taxes on the import into or export of goods out of the country
108,Evasion of customs duties takes place mainly in two ways
109,Many countries allow a traveler to bring goods into the country duty-free
110,"With many methods and regulations, businesses at times struggle to manage the duties"
111,"Companies use Enterprise Resource Planning (ERP) software to calculate duties automatically to, on the one hand, avoid error-prone manual work on duty regulations and formulas and, on the other hand, manage and analyze historically paid duties"
112,Neoclassical economic theorists tend to view tariffs as distortions to the free market
113,"Imposing an import tariff has the following effects, shown in the first diagram in a hypothetical domestic market for televisions:
"
114,That tariffs overall reduce welfare is not a controversial topic among economists
115,Tariffs are more inefficient than consumption taxes
116,"For economic efficiency, free trade is often the best policy, however levying a tariff is sometimes second best"
117,A tariff is called an optimal tariff if it is set to maximize the welfare of the country imposing the tariff
118,"It is possible to levy a tariff as a political policy choice, and to consider a theoretical optimum tariff rate"
119,"The tariff has been used as a political tool to establish an independent nation; for example, the United States Tariff Act of 1789, signed specifically on July 4, was called the ""Second Declaration of Independence"" by newspapers because it was intended to be the economic means to achieve the political goal of a sovereign and independent United States"
120,The political impact of tariffs is judged depending on the political perspective; for example the 2002 United States steel tariff imposed a 30% tariff on a variety of imported steel products for a period of three years and American steel producers supported the tariff
121,Tariffs can emerge as a political issue prior to an election
122,"Unpopular tariffs are known to have ignited social unrest, for example the 1905 meat riots in Chile that developed in protest against tariffs applied to the cattle imports from Argentina"
123,"In the 19th century, Alexander Hamilton and the economist Friedrich List defended the benefits of ""educator protectionism"" as a necessary means of protecting infant industries"
124,"States resorting to protectionism invoke unfair competition or dumping practices
"
125,"Sub-Saharan African countries have a lower per capita income in 2003 than 40 years earlier (Ndulu, World Bank, 2007)"
126,"The poor countries that have succeeded in achieving strong and sustainable growth are those that have become mercantilists, not free traders: China, South Korea, Japan, Taiwan"
127,The 'dumping' policies of some countries have also largely affected developing countries
128,Free trade is based on the theory of comparative advantage
129,The international immobility of labour and capital is essential to the theory of comparative advantage
130,"Neoclassical economists, for their part, argue that the scale of these movements of workers and capital is negligible"
131,"If they are internationally mobile and the most productive use of factors is in another country, then free trade will lead them to migrate to that country"
132,An externality is the term used when the price of a product does not reflect its cost or real economic value
133,"For example, goods from a country with lax pollution standards will be too cheap"
134,"On the positive externalities, if an industry generates technological spinoffs for the rest of the economy, then free trade can let that industry be destroyed by foreign competition because the economy ignores its hidden value"
135,Comparative advantage theory deals with the best use of resources and how to put the economy to its best use
136,"For example, when workers cannot move from one industry to anotherâ€”usually because they do not have the right skills or do not live in the right placeâ€”changes in the economy's comparative advantage will not shift them to a more appropriate industry, but rather to unemployment or precarious and unproductive jobs"
137,"Comparative advantage theory allows for a ""static"" and not a ""dynamic"" analysis of the economy"
138,"According to theory, the only advantage of international trade is that goods become cheaper and available in larger quantities"
139,"However, the world, and in particular the industrialized countries, are characterized by dynamic gains endogenous to trade, such as technological growth that has led to an increase in the standard of living and wealth of the industrialized world"
140,"A crucial assumption in both the classical and neoclassical formulation of comparative advantage theory is that trade is balanced, which means that the value of imports is equal to the value of each country's exports"
141,"So if trade were not balanced in itself and if there were no adjustment mechanism, there would be no reason to achieve a comparative advantage"
142,"Thus, theory can very easily recommend a trade policy that gives us the highest possible standard of living in the short term but none in the long term"
143,The assumption that trade will always be balanced is a corollary of the fact that trade is understood as barter
144,"In practice, however, the velocity  of circulation is not constant and the quantity of money is not neutral for the real economy"
145,"Ricardo and later classical economists assume that labour tends towards full employment and that capital is always fully used in a liberalized economy, because no capital owner will leave its capital unused but will always seek to make a profit from it"
146,"From a theoretical point of view, comparative advantage theory must assume that labour or capital is used to its full potential and that resources limit production"
147,"If a country's resources were not fully utilized, production and consumption could be increased at the national level without participating in international trade"
148,"In practice, however, the world is characterised by unemployment"
149," Media related to tariffs at Wikimedia Commons
"
